doc_id :1
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :80
非 非 无
非 非 无
非 非 无
是 非 无
非 是 4
非 非 无
非 非 无
非 非 无
doc_id :81
非 非 无
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :82
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 8
是 非 无
doc_id :83
非 非 无
非 非 无
非 非 无
非 是 无
非 非 无
非 非 无
非 非 无
是 非 8
doc_id :84
非 非 无
非 是 3
是 非 无
非 非 无
非 非 无
doc_id :85
非 是 2
是 非 2
非 非 无
非 非 无
非 是 6
是 非 无
非 非 无
doc_id :87
非 非 无
是 是 2
非 非 无
非 非 无
非 非 无
doc_id :88
非 是 2
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :89
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 非 无
doc_id :90
非 非 无
非 非 无
是 是 3
非 非 无
doc_id :91
非 非 无
非 是 4
非 是 4
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :92
非 非 无
非 非 无
非 非 无
非 非 无
是 是 5
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :93
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 7
是 非 无
非 非 无
非 非 无
非 是 11
是 非 无
非 非 无
非 非 无
非 非 无
doc_id :94
非 非 无
非 非 无
非 非 无
非 是 5
是 非 无
非 非 无
非 非 无
非 非 无
doc_id :95
非 非 无
非 是 3
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :96
非 非 无
非 非 无
非 非 无
非 是 5
是 非 无
doc_id :97
非 非 无
非 是 无
非 非 无
是 是 4
doc_id :98
非 非 无
非 非 无
非 是 4
是 非 无
doc_id :99
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 非 无
非 是 6
doc_id :100
非 非 无
非 非 无
非 是 5
非 是 5
是 非 无
doc_id :101
非 非 无
非 非 无
非 非 无
非 是 5
是 非 无
非 非 无
非 非 无
doc_id :102
非 非 无
非 是 3
是 是 4
是 非 无
非 非 无
非 非 无
非 非 无
doc_id :103
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 非 无
非 是 9
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :104
非 非 无
非 非 无
是 是 3
非 非 无
非 非 无
doc_id :105
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :106
非 非 无
非 是 3
是 非 无
doc_id :107
非 是 3
非 非 无
是 非 无
doc_id :108
非 非 无
是 是 2
非 非 无
doc_id :109
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 6
doc_id :110
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 8
是 非 无
非 非 无
doc_id :111
非 非 无
非 是 3
是 非 无
doc_id :112
非 非 无
非 非 无
非 非 无
非 非 无
非 是 6
是 非 无
非 非 无
非 非 无
非 非 无
doc_id :113
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 10
非 非 无
doc_id :114
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :115
非 非 无
非 非 无
非 是 4
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :116
非 非 无
非 非 无
是 是 3
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :117
非 非 无
非 是 3
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :118
非 非 无
非 是 无
非 非 无
非 非 无
非 是 6
是 非 无
doc_id :119
非 非 无
非 非 无
非 非 无
非 是 5
是 非 无
非 非 无
doc_id :120
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 7
是 非 无
非 非 无
非 非 无
非 非 无
doc_id :121
非 非 无
非 非 无
非 是 4
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :122
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 15
是 非 无
非 非 无
doc_id :123
非 非 无
非 非 无
非 是 无
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 16
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :124
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 14
非 非 无
非 非 无
doc_id :125
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 14
是 非 无
非 非 无
非 非 无
doc_id :126
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 10
是 非 无
doc_id :127
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :128
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :129
非 非 无
非 非 无
非 是 4
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :130
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :131
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 7
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :132
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 非 无
非 非 无
非 非 无
非 非 无
doc_id :133
非 是 2
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :134
非 非 无
非 非 无
非 非 无
非 是 5
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 非 无
非 是 21
doc_id :135
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 非 15
非 非 无
doc_id :136
非 非 无
非 非 无
是 是 3
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :137
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 12
是 非 无
是 是 12
doc_id :139
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 非 无
doc_id :140
非 非 无
非 非 无
非 是 4
是 是 4
非 非 无
非 非 无
doc_id :141
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 无
非 非 无
非 非 无
非 非 无
doc_id :142
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 21
是 非 无
doc_id :143
非 非 无
非 非 无
是 是 3
非 非 无
非 是 6
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :145
非 非 无
非 非 无
非 是 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :146
非 非 无
是 是 2
非 非 无
非 非 无
非 非 无
doc_id :147
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 12
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :148
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :149
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 13
非 非 无
非 非 无
doc_id :150
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 16
非 非 无
doc_id :151
非 非 无
非 非 无
非 非 无
非 非 无
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :152
非 非 无
非 是 3
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 13
非 非 无
非 非 无
非 非 无
doc_id :154
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 非 无
非 是 8
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :155
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 7
是 是 7
非 非 无
非 非 无
doc_id :156
非 非 无
非 非 无
非 非 无
非 是 5
是 非 无
非 非 无
非 非 无
非 非 无
doc_id :157
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 15
是 非 无
doc_id :158
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 16
是 非 无
doc_id :159
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 17
是 非 无
doc_id :160
非 非 无
非 非 无
非 非 无
非 非 无
非 是 7
非 非 无
是 非 无
非 非 无
非 非 无
非 非 无
doc_id :161
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 无
非 非 无
非 非 无
非 是 17
是 非 无
非 非 无
非 非 无
doc_id :162
非 非 无
非 非 无
非 非 无
非 非 无
是 非 无
非 是 7
是 非 无
非 非 无
非 非 无
doc_id :163
非 非 无
非 是 无
非 非 无
非 非 无
是 非 无
非 非 无
非 是 无
是 非 无
非 非 无
非 非 无
doc_id :164
非 非 无
非 非 无
非 非 无
非 是 5
是 非 无
非 非 无
非 非 无
非 是 无
是 非 无
非 非 无
doc_id :165
非 非 无
非 非 无
非 非 无
非 是 5
是 非 无
非 非 无
非 是 8
是 非 无
非 非 无
doc_id :166
非 非 无
非 非 无
是 非 无
非 非 无
非 非 无
非 是 7
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :167
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 14
是 非 无
非 非 无
非 非 无
非 非 无
doc_id :170
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 非 无
非 是 13
doc_id :171
非 非 无
非 是 3
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :172
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 8
非 非 无
非 是 12
非 非 12
是 非 无
doc_id :173
非 非 无
非 非 无
非 非 无
非 非 无
非 是 6
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :174
非 非 无
是 是 2
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :175
非 非 无
非 非 无
非 是 4
是 非 无
是 是 4
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :176
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 10
非 非 无
非 非 无
非 非 无
doc_id :177
非 是 2
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 非 无
doc_id :178
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 7
非 非 无
非 非 无
非 非 无
doc_id :179
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 7
是 非 无
非 非 无
非 非 无
doc_id :180
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 6
非 非 无
是 是 8
doc_id :181
非 非 无
非 是 无
非 非 无
非 非 无
是 非 无
非 是 5
doc_id :182
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :183
非 非 无
非 非 无
非 非 无
非 是 5
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 15
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :184
非 非 无
非 非 无
非 非 无
非 是 5
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 14
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :185
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 18
非 非 无
doc_id :186
非 非 无
非 非 无
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :187
非 非 无
非 非 无
非 非 无
非 非 无
是 非 5
非 非 无
非 非 无
非 非 无
doc_id :188
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 9
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :189
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 15
是 非 无
非 是 17
是 非 无
非 非 无
非 非 无
doc_id :190
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 非 无
非 是 20
是 非 无
doc_id :191
非 非 无
非 是 无
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :192
非 非 无
非 非 无
非 非 无
非 是 5
是 非 无
非 非 无
非 非 无
doc_id :193
非 非 无
非 非 无
非 非 无
非 是 无
非 非 无
非 非 无
非 是 8
是 非 无
doc_id :194
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 20
是 非 无
doc_id :195
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 12
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :196
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 11
是 是 11
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :197
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 非 无
非 非 无
doc_id :198
是 是 1
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 15
doc_id :199
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 非 无
非 是 8
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :200
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 非 15
非 是 15
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :201
非 非 无
非 非 无
非 非 无
非 非 无
是 是 5
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :202
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 非 13
非 非 无
非 非 无
doc_id :203
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :204
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 11
是 非 无
doc_id :206
非 非 无
非 非 无
非 非 无
非 是 5
是 非 无
非 非 无
doc_id :207
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :208
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :209
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 非 无
是 是 17
doc_id :210
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
