doc_id :212
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :266
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 非 无
非 非 无
非 非 无
非 非 无
doc_id :268
非 是 2
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 15
非 非 无
doc_id :270
非 非 2
是 是 2
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 9
是 非 无
doc_id :272
非 是 2
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 无
非 非 无
非 非 无
doc_id :273
非 非 无
非 非 无
非 非 无
非 非 无
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 13
是 非 无
非 是 13
非 非 无
doc_id :275
非 非 无
非 非 无
非 非 无
非 是 5
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :276
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 7
是 非 无
是 非 无
非 是 8
非 是 无
非 非 无
非 非 无
非 非 无
doc_id :277
非 非 无
非 非 无
非 非 无
是 是 4
doc_id :278
非 非 无
非 非 无
非 是 4
是 非 无
非 非 无
非 非 无
是 是 7
非 非 无
非 非 无
doc_id :279
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 13
是 非 无
doc_id :280
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 12
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :281
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 15
是 非 无
非 是 无
非 非 无
非 非 无
doc_id :282
非 非 无
非 非 无
非 非 无
非 非 无
非 是 7
是 非 无
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 非 无
doc_id :283
是 非 1
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 无
非 非 无
非 非 无
doc_id :284
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 非 无
非 是 9
非 非 无
非 非 无
非 非 无
doc_id :285
非 非 无
是 是 2
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :286
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 8
是 非 无
非 非 无
doc_id :287
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 8
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :288
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 8
是 非 无
非 非 无
doc_id :289
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :290
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 7
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :291
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 10
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :292
非 非 无
非 非 无
非 非 无
非 是 5
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :293
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 9
是 非 无
doc_id :294
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 8
非 非 无
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :295
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 8
是 是 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :296
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 11
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :297
非 非 无
非 非 无
非 非 无
非 是 无
是 非 无
非 非 无
非 非 无
非 非 无
非 是 无
是 非 无
非 非 无
doc_id :298
非 非 无
非 非 无
非 是 4
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :299
非 非 无
非 是 3
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :300
非 非 无
非 非 无
非 是 4
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :301
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 无
非 是 15
非 非 无
是 非 无
非 非 无
非 非 无
非 非 无
doc_id :302
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 8
是 非 无
非 非 无
非 非 无
非 非 无
doc_id :303
非 非 无
非 是 4
非 是 4
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :304
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 12
是 非 无
非 非 无
非 非 无
doc_id :305
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 9
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :306
非 非 无
非 非 无
非 是 无
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :307
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 14
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :308
非 非 无
非 非 无
非 非 无
非 非 无
非 非 6
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :309
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 18
非 非 无
doc_id :310
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 8
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :311
非 是 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :312
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 11
非 非 无
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :313
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 9
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :314
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 9
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :315
非 非 无
非 非 无
非 非 无
是 是 4
非 非 无
doc_id :316
非 非 无
非 非 无
是 是 3
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :317
非 非 无
非 非 无
非 非 无
是 是 4
非 非 无
非 非 无
doc_id :318
非 非 无
非 非 无
非 非 无
是 是 4
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :319
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 6
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :320
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 12
是 非 无
非 非 无
doc_id :321
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 10
是 非 无
非 非 无
非 非 无
doc_id :322
非 非 无
非 非 无
非 非 无
非 非 无
非 是 6
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 非 无
doc_id :323
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 9
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :324
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 7
非 非 无
非 非 无
非 非 无
doc_id :325
是 是 1
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 非 无
doc_id :326
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 7
是 是 7
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :327
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 6
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :328
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 6
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :329
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 非 无
非 是 7
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :330
非 非 无
非 非 无
非 非 无
非 非 无
非 是 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :331
非 非 无
非 非 无
非 非 无
非 是 5
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :332
非 非 无
非 非 无
非 非 无
非 是 无
非 非 无
非 非 无
是 是 7
非 非 无
非 非 无
doc_id :333
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 11
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :334
非 非 无
非 非 无
非 非 无
非 是 6
非 是 6
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :335
非 非 无
非 非 无
非 非 无
非 非 无
非 是 6
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :336
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 10
非 非 无
doc_id :337
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 7
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :339
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 11
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :340
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 10
是 非 无
非 非 无
非 是 13
是 非 无
doc_id :341
非 非 无
非 是 无
非 非 无
非 非 无
是 非 5
非 非 无
非 非 无
非 非 无
doc_id :342
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 无
是 非 无
非 非 7
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :343
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 9
是 非 无
非 非 无
非 非 无
非 非 无
doc_id :344
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 非 无
doc_id :345
非 非 无
非 非 无
是 是 3
非 非 无
doc_id :346
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 11
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :347
非 非 无
非 非 无
非 是 4
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :348
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 7
doc_id :349
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 9
是 非 无
doc_id :350
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 非 无
非 非 无
非 是 16
是 是 16
doc_id :351
非 非 无
非 非 无
非 非 无
非 非 无
非 是 6
是 非 无
非 非 无
非 非 无
doc_id :352
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 11
非 非 无
非 非 无
非 非 无
doc_id :353
非 非 无
非 非 无
非 非 无
是 非 无
非 是 无
非 非 无
非 是 无
非 非 无
非 非 无
非 非 无
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :354
非 非 无
非 非 无
非 非 无
是 是 无
非 是 4
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :355
是 是 1
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :356
非 非 无
非 非 无
是 是 3
非 非 无
非 非 无
非 非 无
doc_id :357
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 7
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :358
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 9
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :359
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 8
是 非 无
非 非 无
doc_id :360
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 8
doc_id :361
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 8
是 是 8
非 非 无
非 非 无
非 非 无
doc_id :362
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 8
非 非 无
非 非 无
非 非 无
doc_id :363
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 7
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 13
是 非 无
doc_id :364
非 非 无
非 是 2
非 是 2
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :365
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 9
是 非 无
doc_id :366
非 非 无
非 非 无
非 非 无
非 非 无
非 是 7
非 非 无
是 非 无
非 非 无
非 非 无
非 非 无
doc_id :367
非 非 无
是 是 2
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :368
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 8
是 非 无
非 非 无
非 非 无
非 非 无
doc_id :369
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 14
是 非 无
非 非 无
非 非 无
非 非 无
doc_id :370
非 非 无
非 非 无
非 是 4
是 非 无
非 非 无
非 非 无
非 非 无
doc_id :371
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 7
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :372
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 9
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :373
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 13
非 非 无
非 非 无
doc_id :374
非 非 无
非 非 无
非 是 4
是 非 无
非 非 无
非 非 无
非 非 无
doc_id :375
非 非 无
非 是 3
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :376
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 8
非 非 无
非 非 无
非 是 无
非 非 无
非 非 无
非 非 无
doc_id :379
非 非 无
非 非 无
非 非 无
是 是 4
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :380
非 非 无
非 非 无
非 非 无
非 是 5
是 非 无
非 非 无
doc_id :381
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 6
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :382
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 11
是 非 无
doc_id :383
非 非 无
非 是 4
非 是 4
是 非 无
非 非 无
非 非 无
doc_id :384
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 7
非 非 无
非 非 无
非 是 11
是 非 无
非 非 无
doc_id :385
非 非 无
非 非 无
非 非 无
非 是 5
是 非 无
非 非 无
非 非 无
非 非 无
非 是 10
是 非 无
doc_id :386
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 10
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :387
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 非 无
非 非 无
非 非 无
非 是 11
是 非 无
非 非 无
非 非 无
doc_id :389
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 9
非 是 9
是 非 无
非 非 无
非 非 无
非 非 无
doc_id :390
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 7
是 非 无
非 非 无
非 非 无
doc_id :391
非 非 无
非 非 无
非 非 无
非 是 5
是 非 无
非 非 无
doc_id :393
非 非 无
非 非 无
非 是 4
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :394
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 非 无
非 是 无
非 是 无
是 非 无
