doc_id :423
是 是 8
doc_id :480
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 8
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :481
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 6
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :482
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 8
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :483
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 9
非 非 无
非 非 无
doc_id :484
非 非 无
非 非 无
非 非 无
非 是 5
是 非 无
非 非 无
非 非 无
非 非 无
是 是 9
非 非 无
doc_id :485
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 7
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :486
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 13
是 非 无
doc_id :488
非 非 无
非 非 无
非 非 无
非 非 无
是 是 5
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :489
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 8
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :490
非 非 无
非 非 无
非 非 无
非 非 无
是 是 5
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :491
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 13
是 非 无
非 非 无
非 非 无
非 非 无
doc_id :492
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 13
是 非 无
doc_id :493
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 无
非 非 无
非 非 无
非 非 无
是 非 无
非 非 无
非 非 无
doc_id :494
非 非 无
非 非 无
非 非 无
非 是 5
是 非 无
非 非 无
非 非 无
非 非 无
doc_id :495
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 11
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :496
非 非 无
非 非 无
非 非 无
非 非 5
是 是 5
非 非 无
是 是 7
非 非 无
非 是 9
非 非 无
非 是 12
是 非 无
doc_id :498
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 7
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :499
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 6
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :500
非 非 无
非 是 3
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :501
非 非 无
非 非 无
非 非 无
非 非 无
非 是 6
是 非 无
非 是 无
非 非 无
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :503
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 18
是 非 无
非 非 无
非 非 无
非 非 无
doc_id :504
是 是 1
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :505
非 非 无
非 非 无
是 是 3
非 非 无
非 非 无
非 非 无
非 非 无
非 是 9
非 非 无
doc_id :506
非 非 无
非 非 无
非 非 无
非 非 无
非 非 7
非 是 7
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :507
非 非 无
非 非 无
非 非 无
非 非 5
非 非 无
非 非 无
非 非 无
非 非 无
非 是 10
是 非 无
doc_id :509
非 非 无
非 非 无
是 是 3
非 是 5
是 非 无
非 非 无
非 非 无
doc_id :511
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 8
是 非 无
是 非 无
非 非 无
非 非 无
非 非 无
doc_id :512
是 非 2
是 是 2
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :513
非 非 无
非 非 无
非 非 无
非 非 无
非 是 无
非 非 无
非 非 无
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :514
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 8
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :515
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 7
是 非 7
非 非 无
doc_id :516
非 非 无
非 非 无
非 非 无
非 是 6
非 非 无
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 14
是 非 无
非 非 无
doc_id :517
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 11
doc_id :518
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 非 无
是 是 7
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :519
非 非 无
非 非 无
是 非 无
非 是 3
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 12
是 非 无
非 非 无
doc_id :521
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 7
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :522
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 12
是 非 无
非 非 无
doc_id :523
非 非 无
非 非 无
非 非 无
非 非 无
非 是 6
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :524
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 10
是 非 无
非 非 无
非 非 无
非 非 无
doc_id :525
非 非 无
非 非 无
非 非 无
非 是 6
非 是 6
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :526
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 8
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :527
非 非 2
是 非 无
非 非 无
非 非 无
非 非 无
非 非 7
是 非 无
非 是 7
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :528
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 6
非 非 无
非 非 无
非 非 无
doc_id :529
非 非 无
非 非 无
非 非 无
非 是 5
是 非 无
非 非 无
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :530
非 是 2
是 非 无
非 非 2
非 是 2
doc_id :531
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 7
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :532
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 8
是 非 无
非 非 无
非 非 11
是 非 无
非 非 无
doc_id :533
非 是 2
是 非 2
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :535
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 10
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :536
非 非 无
非 非 无
非 非 无
非 是 5
是 非 无
非 非 无
非 非 无
非 非 无
doc_id :537
非 非 无
非 非 无
非 非 无
非 非 无
是 是 5
非 非 5
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :538
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 11
是 非 无
非 是 11
非 非 无
doc_id :539
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 12
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :540
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 非 无
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :541
非 非 无
非 非 无
是 是 3
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :542
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 7
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :544
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 14
是 非 无
非 非 无
doc_id :545
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 15
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :546
非 非 无
非 非 无
非 非 无
非 是 5
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :547
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 8
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :548
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 无
非 是 9
是 非 无
非 非 无
非 非 无
doc_id :549
非 非 无
非 非 无
非 非 无
非 非 无
非 是 6
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :550
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 非 无
非 是 8
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :551
非 非 无
是 是 2
非 非 无
非 非 无
非 是 6
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :553
非 非 无
非 是 3
是 非 无
非 是 5
是 非 无
是 是 6
非 非 无
非 非 无
非 非 无
doc_id :555
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 7
非 非 无
非 非 无
非 非 无
doc_id :556
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 8
是 非 无
非 非 无
非 非 无
doc_id :557
非 非 无
非 非 无
非 非 无
非 是 5
是 非 无
非 非 无
非 非 无
非 非 无
doc_id :558
非 非 无
非 非 无
非 非 无
非 非 无
非 是 7
非 是 7
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :559
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 7
是 非 无
非 非 无
doc_id :560
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 12
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :561
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 非 无
非 非 7
非 是 7
非 非 无
非 非 无
doc_id :562
非 非 无
非 非 无
是 是 3
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :563
非 非 无
非 非 无
是 是 3
非 非 无
非 非 无
doc_id :564
非 是 无
非 非 无
非 是 4
是 非 无
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :565
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 10
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :566
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 8
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 15
是 非 无
非 非 无
doc_id :567
非 非 无
非 非 无
非 是 4
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 13
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :570
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 12
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :571
非 非 无
非 非 无
非 是 4
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :572
非 非 无
非 非 无
非 非 无
是 是 4
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :573
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 10
非 非 无
非 非 无
非 非 无
doc_id :574
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 8
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :575
非 非 无
非 非 无
非 是 4
是 非 无
非 非 无
doc_id :576
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 11
是 非 无
非 非 无
非 非 无
非 非 无
doc_id :577
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 10
是 非 无
非 非 无
非 非 无
非 非 无
doc_id :578
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 14
是 非 无
非 非 无
非 非 无
doc_id :579
非 非 无
非 非 无
非 非 无
非 是 5
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :580
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 8
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :581
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 无
非 非 10
是 非 无
非 非 无
doc_id :582
非 非 无
非 非 无
非 是 4
是 非 无
非 非 无
非 非 无
非 非 无
doc_id :583
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 非 无
非 是 11
doc_id :584
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 无
非 非 无
非 非 无
是 非 无
非 是 11
非 非 无
doc_id :585
非 非 无
非 非 无
非 非 无
非 是 5
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :587
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 8
是 非 无
doc_id :588
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 6
非 非 无
doc_id :589
非 非 2
是 是 2
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :590
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 7
非 非 无
非 非 无
非 非 无
doc_id :591
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 9
非 非 无
doc_id :592
非 非 无
非 是 3
是 非 无
非 是 3
非 非 无
非 非 无
非 非 无
doc_id :593
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 7
是 是 7
非 非 无
非 非 无
doc_id :594
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 7
非 非 无
非 是 无
是 是 10
非 非 无
非 非 无
非 非 无
doc_id :595
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 9
是 非 无
非 非 无
非 非 无
doc_id :596
非 非 无
非 非 3
是 是 3
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :597
非 非 无
非 非 无
非 非 无
是 是 4
非 非 无
非 非 无
非 非 无
doc_id :599
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 8
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :600
是 是 1
非 非 无
非 非 无
非 非 无
doc_id :601
非 非 无
非 是 3
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 9
是 非 无
doc_id :602
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 非 无
非 非 无
非 是 无
doc_id :603
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 7
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :604
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 非 无
非 是 7
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :605
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 非 无
非 非 无
非 非 无
非 非 无
非 是 12
是 非 无
非 是 无
doc_id :606
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
是 是 6
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :607
非 非 无
非 非 无
非 非 无
非 是 6
非 是 6
是 非 无
非 非 无
非 非 无
非 非 无
doc_id :608
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 8
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :609
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 9
是 非 无
非 非 无
doc_id :610
非 非 无
非 非 无
非 非 无
非 非 无
是 是 5
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :611
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 7
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :612
非 非 无
非 是 3
是 是 3
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :613
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 11
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :614
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 非 无
非 是 15
是 非 无
非 非 无
doc_id :615
非 非 无
非 非 无
非 非 无
非 非 无
非 是 6
是 非 无
非 非 无
非 非 无
非 非 无
非 非 无
doc_id :616
非 非 无
非 是 4
非 非 无
是 非 无
非 是 4
非 非 无
非 非 无
doc_id :617
非 非 无
非 非 无
非 非 无
非 非 无
